# CIRISPersist FFI surface — the pinned classification.
#
# CIRISPersist#595 / CIRISConstitution#83. One row per symbol PyO3 exports:
#
#     <stub owner>\t<exported name>\t<class>
#
# The class answers ONE question — "what different kind of wrong happens if I
# vary this?" — and NOTHING else. It is not derived from the name: a category
# justified by "these all start with `list_`" is not a category under #83, and
# this surface is prefixed by SUBSYSTEM (`cirisnode_`, `secrets_`, `tsdb_`),
# not by verb, so a prefix rule would have grouped `cirisnode_put_slashing_
# attestation` with `cirisnode_list_votes` and split it from `file_moderation`.
# It is pinned here, by hand, so that a class change is a visible one-line diff
# by a named author — the same shape as MINTED_NAMESPACE_FAMILIES (R2(a)),
# src/federation/family_rules.rs, and scripts/ci_feature_matrix.py.
#
# BINDING classes (normative, per #83):
#   structural   cannot vary — breaks the process, the handle, or dispatch
#   deontic      changes what the mesh permits; a wrong stub is a security finding
#   testimonial  makes the record unable to prove what happened (#83 twelfth row)
#   axiomatic    the cross-harness variable; changing it changes what two repos
#                are even comparing
#
# DESCRIPTIVE classes (revisable on this repo's authority):
#   ontological  changes who this node / key / identity IS
#   nomological  changes the model every other symbol reasons under
#   epistemic    changes how UNCERTAINTY is held — bands, absence, liveness
#   empirical    makes a checkable, RE-DERIVABLE world-fact wrong
#   axiotic      re-ranks outcomes without newly permitting any act
#   procedural   changes orchestration — when and by whom, not what is true
#   pragmatic    changes register or address, not content
#   contingent   out of scope by construction — EMPTY here, see README note below
#
# Two lines that are easy to get wrong, and the reason each is drawn where it is:
#
#   empirical vs testimonial — both are gate-checkable. The difference is
#     REPAIRABILITY. An empirical wrong is correctable by re-reading the world;
#     a testimonial wrong is not, because the record WAS the world for that fact.
#     `list_trace_summaries` projects the score plane and can be recomputed →
#     empirical. `audit_record_entry` is the only source of its fact → testimonial.
#
#   empirical vs deontic — a LISTING of permission state (list_trust_grants,
#     list_revocations, moderators_of_json) is empirical: checkable and
#     re-derivable. An ADJUDICATION whose answer a caller gates on
#     (reachable_under_scope, resolve_transit_eligibility_json) is deontic,
#     because misreading it permits what it refused.
#
# `contingent` is empty ON PURPOSE. It is defined relative to a comparison
# between arms of a variation study, and an FFI surface has no such arms. The
# thing it might have been stretched to cover — build-conditional presence via
# `#[cfg(feature = ...)]` — is an ORTHOGONAL axis the eleven do not have, and is
# DERIVED (see `pyi_surface.py report`), never pinned. 158 methods are
# build-conditional and a `.pyi` structurally cannot express that.
Engine	__init__	structural
Engine	accord_nonce_issued	deontic
Engine	active_community_members_json	empirical
Engine	active_family_members_json	empirical
Engine	add_community_member	deontic
Engine	add_moderator	deontic
Engine	add_peer_record_json	deontic
Engine	adopt_scrub_upgrade	deontic
Engine	age_band_fine_json	epistemic
Engine	age_band_json	epistemic
Engine	aggregate_audit_chain	axiotic
Engine	aggregate_llm_costs	axiotic
Engine	aggregate_scoring_factors	axiotic
Engine	aggregate_scoring_factors_batch	axiotic
Engine	aggregate_scoring_factors_stream	axiotic
Engine	aggregate_scrub_stats	axiotic
Engine	apply_replicated_key_record	deontic
Engine	attach_attestation_pqc_signature	ontological
Engine	attach_key_pqc_signature	ontological
Engine	attach_revocation_pqc_signature	ontological
Engine	attestation_insert_local	empirical
Engine	attestation_insert_local_many	empirical
Engine	attestation_promote	deontic
Engine	attestation_upsert_local	empirical
Engine	attestation_upsert_local_many	empirical
Engine	audit_canonicalize_for_hash	nomological
Engine	audit_canonicalize_for_signing	nomological
Engine	audit_chain_proof	testimonial
Engine	audit_list_entries	testimonial
Engine	audit_next_chain_position	testimonial
Engine	audit_record_entry	testimonial
Engine	audit_verify_all_chains	testimonial
Engine	audit_verify_chain	testimonial
Engine	backfill_trace_attestations	procedural
Engine	backfill_v020_trust_rows	procedural
Engine	bake_assembled_genesis	deontic
Engine	blackhole_list_json	empirical
Engine	blackhole_prune_expired_iso	deontic
Engine	blackhole_record_hit	deontic
Engine	blackhole_remove	deontic
Engine	blackhole_upsert	deontic
Engine	blob_storage_capsule	structural
Engine	body_sha256	pragmatic
Engine	build_corpus_want_v1	deontic
Engine	build_storage_budget_v1	deontic
Engine	cache_budget_bytes	epistemic
Engine	cache_usage_bytes	epistemic
Engine	cancel_outbound	procedural
Engine	canonical_bootstrap_hints	ontological
Engine	canonicalize_envelope	nomological
Engine	canonicalize_envelope_for_signing	nomological
Engine	capacity_state_json	epistemic
Engine	ceremony_get	empirical
Engine	ceremony_list	empirical
Engine	ceremony_record	empirical
Engine	ceremony_update_status	empirical
Engine	check_no_moderator_federate_json	deontic
Engine	cirisgraph_count_edges	empirical
Engine	cirisgraph_count_nodes	empirical
Engine	cirisgraph_count_nodes_by_type	empirical
Engine	cirisgraph_delete_node	empirical
Engine	cirisgraph_get_edges_for_node	empirical
Engine	cirisgraph_get_node	empirical
Engine	cirisgraph_query_nodes	empirical
Engine	cirisgraph_traverse_k_hop	empirical
Engine	cirisgraph_upsert_edge	empirical
Engine	cirisgraph_upsert_node	empirical
Engine	cirisnode_cast_vote	deontic
Engine	cirisnode_count_delivery_attestations	empirical
Engine	cirisnode_get_credits_ledger	axiotic
Engine	cirisnode_get_expertise_ledger	axiotic
Engine	cirisnode_get_goal_json	empirical
Engine	cirisnode_list_contributions	empirical
Engine	cirisnode_list_delivery_attestations	empirical
Engine	cirisnode_list_goals_json	empirical
Engine	cirisnode_list_key_grants_for_content_json	empirical
Engine	cirisnode_list_key_grants_for_filtered_json	empirical
Engine	cirisnode_list_key_grants_for_json	empirical
Engine	cirisnode_list_key_grants_for_stream_epoch_json	empirical
Engine	cirisnode_list_takedowns_for_filtered_json	empirical
Engine	cirisnode_list_takedowns_for_json	empirical
Engine	cirisnode_list_votes	empirical
Engine	cirisnode_process_takedown_admission_json	deontic
Engine	cirisnode_put_contribution	empirical
Engine	cirisnode_put_delivery_attestation	testimonial
Engine	cirisnode_put_goal_json	empirical
Engine	cirisnode_put_key_grant_json	deontic
Engine	cirisnode_put_moderation_event	deontic
Engine	cirisnode_put_promotion_attestation	deontic
Engine	cirisnode_put_reconsideration_attestation	deontic
Engine	cirisnode_put_reconsideration_request	deontic
Engine	cirisnode_put_slashing_attestation	deontic
Engine	cirisnode_read_vote_weight	axiotic
Engine	cirisnode_retire_goal_json	empirical
Engine	cirisnode_retire_key_grants_json	deontic
Engine	cirisnode_routable_contributors	axiotic
Engine	cirisnode_update_credits_ledger	axiotic
Engine	cirisnode_update_expertise_ledger	axiotic
Engine	claim_pending_outbound	procedural
Engine	clear_active_halt	deontic
Engine	close	structural
Engine	close_blocking	structural
Engine	cohort_active_member_keys_json	empirical
Engine	cohort_active_members_json	empirical
Engine	cohort_add_member	deontic
Engine	cohort_build_membership_change_envelope	deontic
Engine	cohort_group_at	empirical
Engine	cohort_group_history	empirical
Engine	cohort_groups_of_json	empirical
Engine	cohort_lookup_group_json	empirical
Engine	cohort_revoke_member	deontic
Engine	cohort_scope_crypto_tier	nomological
Engine	cohort_supersede_group	deontic
Engine	cohort_supersede_group_with_quorum	deontic
Engine	cohort_swap_member	deontic
Engine	cohort_verify_membership_quorum	deontic
Engine	compare_wholeness_witnesses_json	testimonial
Engine	conscience_override_rates	axiotic
Engine	consent_role_json	empirical
Engine	consumer_count	structural
Engine	continuity_get_latest	empirical
Engine	continuity_record	empirical
Engine	continuity_record_reactivation	empirical
Engine	corpus_shape	epistemic
Engine	corpus_want_admits	deontic
Engine	correlation_get	empirical
Engine	correlation_query	empirical
Engine	correlation_record	empirical
Engine	correlation_update_status	empirical
Engine	count_identity_changes	empirical
Engine	count_overrides	empirical
Engine	count_traces	empirical
Engine	cross_agent_divergence	epistemic
Engine	current_sth	testimonial
Engine	debug_canonicalize	nomological
Engine	deferral_get	empirical
Engine	deferral_list_active	empirical
Engine	deferral_record	empirical
Engine	deferral_resolve	empirical
Engine	delegates_to_graph	empirical
Engine	delegations_to_json	empirical
